매입임대고유번호,자치구,법정동,지번,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,지형높이,지형형상,도로접면,OSC공법유형
1238,강서구,화곡동,408-83,,,,,,,완경사,가로장방,세로한면(불),소형
1239,강서구,화곡동,409-50,0.00,59.89,0.00,단독주택,33.6,6,완경사,세로장방,세로한면(가),소형
1240,강서구,화곡동,409-145,131.00,59.50,97.77,단독주택,31.0,7,완경사,세로장방,세로한면(불),소형
1241,강서구,화곡동,409-224,146.00,59.95,118.65,단독주택,27.4,3,완경사,가로장방,세로한면(가),소형
1242,강서구,화곡동,410-11,152.00,59.99,140.90,단독주택,31.6,5,완경사,세로장방,세로한면(가),소형
1244,강서구,화곡동,410-176,133.00,55.90,119.90,단독주택,28.6,8,완경사,정방형,세로한면(불),소형
1246,강서구,화곡동,410-208,159.00,59.96,103.70,단독주택,30.7,7,완경사,가로장방,세로각지(가),소형
1248,강서구,화곡동,424-158,179.60,49.15,158.01,공동주택,25.1,1,평지,세로장방,세로한면(가),
1249,강서구,화곡동,452-13,182.00,59.48,95.70,단독주택,29.1,7,완경사,세로장방,소로한면,중형
1250,강서구,화곡동,454-7,279.20,59.66,187.28,단독주택,33.3,4,완경사,세로장방,소로한면,중형
1251,강서구,화곡동,455-18,168.60,59.76,148.17,단독주택,27.9,7,완경사,세로장방,세로한면(가),소형
1253,강서구,화곡동,459-10,155.30,49.52,99.05,공동주택,34.1,1,완경사,가로장방,세로한면(불),
1255,강서구,화곡동,465-17,112.70,59.62,164.70,단독주택,31.6,6,평지,정방형,세로한면(가),소형
1263,강서구,화곡동,504-35,159.00,59.68,110.23,단독주택,32.2,5,완경사,세로장방,세로한면(가),소형
1264,강서구,화곡동,504-153,176.97,49.07,93.13,단독주택,35.3,3,완경사,사다리형,세로한면(가),소형
1266,강서구,화곡동,772-29,284.00,59.71,207.57,공동주택,26.4,1,완경사,세로장방,세로각지(가),
1267,강서구,화곡동,772-38,189.20,53.76,98.72,단독주택,33.1,5,완경사,정방형,세로한면(가),소형
1272,강서구,화곡동,814-35,179.40,58.73,104.75,단독주택,30.3,5,평지,사다리형,세로각지(가),소형
1274,강서구,화곡동,821-27,130.20,59.90,177.05,단독주택,31.3,7,평지,정방형,소로한면,중형
1276,강서구,화곡동,826-3,156.00,59.23,115.07,단독주택,31.6,5,평지,세로장방,세로한면(가),소형
1279,강서구,화곡동,845-34,159.40,55.28,104.27,단독주택,33.6,6,평지,세로장방,세로한면(불),소형
1280,강서구,화곡동,846-45,125.10,59.92,104.89,단독주택,31.3,5,평지,세로장방,세로각지(가),소형
1281,강서구,화곡동,850-4,187.80,52.98,198.64,공동주택,20.9,7,평지,세로장방,소로한면,중형
1282,강서구,화곡동,852-28,180.07,49.20,111.56,단독주택,35.8,6,평지,가로장방,세로한면(가),소형
1283,강서구,화곡동,858-22,122.70,49.97,99.95,단독주택,34.1,5,평지,자루형,세로한면(가),소형
1284,강서구,화곡동,866-16,212.70,58.58,229.67,공동주택,23.2,1,평지,자루형,소로한면,
1285,강서구,화곡동,869-34,226.80,39.27,72.38,단독주택,34.0,6,완경사,자루형,세로한면(가),소형
1287,강서구,화곡동,895-5,162.60,59.88,145.71,단독주택,28.0,8,평지,세로장방,소로한면,중형
1288,강서구,화곡동,900-36,121.85,67.85,108.08,단독주택,31.6,4,평지,세로장방,세로한면(가),소형
1289,강서구,화곡동,910-6,137.78,52.17,120.96,단독주택,33.3,6,평지,세로장방,세로한면(가),소형
1291,강서구,화곡동,911-4,150.40,59.94,88.24,단독주택,31.1,5,평지,자루형,세로한면(가),소형
1293,강서구,화곡동,924-12,127.70,61.11,103.66,단독주택,31.2,5,평지,세로장방,세로한면(가),소형
1294,강서구,화곡동,934-11,135.90,59.89,114.20,단독주택,33.2,6,평지,가로장방,세로한면(가),소형
1295,강서구,화곡동,934-29,171.90,53.72,135.85,단독주택,27.3,5,평지,자루형,중로한면,소형
1296,강서구,화곡동,936-31,171.60,67.36,182.09,단독주택,33.0,17,평지,정방형,세로한면(가),소형
1297,강서구,화곡동,961-2,227.10,57.97,95.58,단독주택,32.2,5,완경사,가로장방,세로한면(가),소형
1298,강서구,화곡동,963-7,157.70,59.97,160.10,단독주택,30.5,7,평지,정방형,세로한면(가),소형
1299,강서구,화곡동,964-9,170.00,57.93,113.55,단독주택,33.4,5,평지,정방형,소로각지,중형
1303,강서구,화곡동,975-15,136.47,59.82,162.74,단독주택,30.0,7,평지,가로장방,세로각지(가),소형
1304,강서구,화곡동,975-19,184.90,59.68,164.91,단독주택,28.6,8,평지,정방형,세로각지(가),소형
1306,강서구,화곡동,985-9,344.74,43.10,149.45,공동주택,23.0,10,완경사,사다리형,세로한면(가),소형
1307,강서구,화곡동,995-14,153.10,59.82,159.36,공동주택,23.2,5,평지,세로장방,세로한면(가),소형
1309,강서구,화곡동,1010-9,131.10,53.98,102.84,단독주택,33.4,4,평지,세로장방,세로한면(가),소형
1310,강서구,화곡동,1015-29,165.40,49.60,99.10,단독주택,34.3,5,평지,사다리형,세로각지(가),소형
1311,강서구,화곡동,1016-30,213.50,57.98,98.25,단독주택,27.2,5,평지,세로장방,세로한면(가),소형
1312,강서구,화곡동,1017-10,145.80,59.89,149.56,단독주택,26.7,5,평지,사다리형,세로한면(가),소형
1314,강서구,화곡동,1018-8,228.20,57.98,199.57,공동주택,20.4,9,평지,자루형,세로한면(가),소형
1315,강서구,화곡동,1018-11,239.50,59.90,163.47,단독주택,27.8,8,평지,가로장방,세로한면(가),소형
1316,강서구,화곡동,1018-20,246.70,59.47,162.13,단독주택,26.9,5,평지,사다리형,세로한면(가),소형
1317,강서구,화곡동,1033-36,203.50,59.24,153.89,단독주택,30.3,7,평지,사다리형,세로한면(가),소형
1318,강서구,화곡동,1033-40,122.50,59.96,119.31,단독주택,31.1,6,평지,세로장방,세로한면(가),소형
1319,강서구,화곡동,1036-27,262.30,56.88,155.40,단독주택,27.2,9,평지,세로장방,소로한면,중형
1322,강서구,화곡동,1040-10,183.20,59.45,173.31,단독주택,28.5,7,평지,자루형,세로한면(가),소형
1323,강서구,화곡동,1040-11,246.80,44.47,70.32,단독주택,34.1,4,평지,세로장방,세로한면(가),소형
1324,강서구,화곡동,1041-26,119.40,59.19,109.93,단독주택,31.1,4,평지,자루형,세로한면(가),소형
1325,강서구,화곡동,1043-4,128.73,59.98,198.97,공동주택,22.7,5,평지,세로장방,세로한면(가),소형
1326,강서구,화곡동,1049-34,134.70,59.10,99.53,단독주택,28.6,5,평지,사다리형,세로각지(가),소형
1328,강서구,화곡동,1060-10,176.68,53.03,129.53,단독주택,28.3,7,평지,가로장방,세로한면(불),소형
1329,강서구,화곡동,1088-3,327.60,42.94,156.32,공동주택,33.1,1,평지,자루형,세로한면(가),소형
1332,강서구,화곡동,1121-18,405.00,57.89,111.54,단독주택,28.2,19,평지,세로장방,세로한면(가),
1333,강서구,화곡동,1133-1,332.60,59.44,142.04,단독주택,28.2,13,완경사,세로장방,세로한면(가),중형
1334,강서구,내발산동,671-24,195.40,43.55,84.75,단독주택,33.2,6,평지,세로장방,세로한면(가),소형
1335,강서구,내발산동,671-25,250.60,59.71,239.44,공동주택,22.8,12,평지,세로장방,세로한면(가),소형
1336,강서구,내발산동,687-16,338.70,59.28,160.87,단독주택,29.3,10,평지,세로장방,세로각지(가),소형
1338,강서구,내발산동,695-2,136.70,59.58,147.58,단독주택,27.2,4,평지,세로장방,세로한면(가),소형
1339,강서구,내발산동,695-17,226.90,58.50,148.09,단독주택,30.5,7,평지,정방형,세로한면(불),소형
1340,강서구,내발산동,703-12,133.90,59.68,101.04,단독주택,32.3,4,평지,정방형,세로한면(가),소형
1341,강서구,내발산동,710-37,265.80,54.03,75.80,단독주택,29.1,6,평지,사다리형,세로한면(가),소형
1343,강서구,내발산동,721-2,,,,,,,평지,자루형,세로한면(가),소형
922,서대문구,대신동,142-1,269.79,56.65,188.18,공동주택,22.3,11,완경사,세로장방,중로한면,중형
926,서대문구,연희동,48-58,145.00,53.85,127.03,단독주택,31.8,5,완경사,부정형,세로한면(가),소형
927,서대문구,연희동,69-20,288.00,49.94,99.88,단독주택,28.3,10,평지,사다리형,세로한면(가),소형
928,서대문구,연희동,69-72,172.60,59.27,158.22,단독주택,26.5,5,평지,사다리형,세로한면(가),소형
931,서대문구,연희동,334-70,341.20,52.99,140.38,단독주택,27.8,11,평지,사다리형,세로한면(가),소형
932,서대문구,연희동,353-81,345.10,58.42,142.23,단독주택,27.9,15,평지,가로장방,세로한면(불),소형
933,서대문구,연희동,446-268,155.70,59.87,169.48,단독주택,30.1,9,완경사,세로장방,세로한면(가),소형
979,마포구,서교동,345-25,178.50,59.53,0.00,공동주택,21.7,12,평지,사다리형,세로한면(불),소형
980,마포구,서교동,461-15,166.00,55.80,112.06,단독주택,30.2,7,평지,가로장방,세로한면(가),소형
981,마포구,서교동,469-26,275.00,52.17,102.19,단독주택,30.2,8,평지,정방형,중로각지,대형
982,마포구,서교동,469-58,392.40,54.09,136.92,단독주택,30.2,10,평지,사다리형,세로한면(가),소형
983,마포구,서교동,473-45,109.00,54.76,130.82,공동주택,22.5,4,평지,정방형,세로한면(가),
987,마포구,합정동,448-5,,,,,,,평지,정방형,소로한면,중형
988,마포구,망원동,338-23,,,,,,,평지,정방형,세로한면(불),소형
990,마포구,망원동,338-63,,,,,,,평지,정방형,세로한면(가),소형
991,마포구,망원동,380-16,,,,,,,평지,사다리형,세로한면(불),소형
992,마포구,망원동,384-18,,,,,,,평지,가로장방,세로한면(가),소형
993,마포구,망원동,405-42,,,,,,,평지,정방형,세로한면(불),소형
995,마포구,망원동,409-47,,,,,,,평지,가로장방,소로각지,중형
999,마포구,성산동,32-12,,,,,,,완경사,자루형,세로한면(가),소형
1002,마포구,성산동,81-12,,,,,,,완경사,사다리형,세로한면(가),소형
1004,마포구,성산동,81-123,,,,,,,완경사,사다리형,세로한면(가),소형
1005,마포구,성산동,111-2,,,,,,,평지,세로장방,세로한면(가),소형
1009,마포구,성산동,258-31,,,,,,,평지,자루형,세로한면(가),소형
1010,마포구,성산동,586-6,,,,,,,완경사,사다리형,세로한면(가),소형
1011,마포구,성산동,606-9,,,,,,,평지,사다리형,세로한면(가),소형
778,은평구,녹번동,29-86,246.22,59.87,117.94,단독주택,31.4,9,완경사,세로장방,세로한면(불),소형
779,은평구,녹번동,29-101,168.37,58.02,164.57,단독주택,27.2,7,완경사,사다리형,세로한면(가),소형
781,은평구,녹번동,82-17,,,,,,,평지,정방형,세로한면(가),소형
782,은평구,녹번동,105-23,147.50,48.73,103.72,단독주택,34.6,4,평지,사다리형,세로각지(가),소형
787,은평구,불광동,28-3,253.64,0.00,119.10,공동주택,33.2,1,평지,사다리형,세로한면(불),소형
788,은평구,불광동,105-48,,,,,,,완경사,정방형,세로각지(가),
789,은평구,불광동,181-1,0.00,59.93,0.00,단독주택,27.5,4,평지,부정형,세로한면(가),소형
790,은평구,불광동,228-15,96.00,59.77,220.85,단독주택,27.4,5,급경사,세로장방,세로한면(불),소형
796,은평구,불광동,443-66,92.13,59.92,179.81,단독주택,30.9,7,완경사,가로장방,세로각지(가),소형
800,은평구,불광동,445-402,181.51,59.94,109.58,단독주택,32.2,5,급경사,세로장방,세로각지(가),소형
801,은평구,불광동,446-16,205.00,53.27,152.10,단독주택,29.6,9,급경사,사다리형,세로한면(가),소형
805,은평구,갈현동,227-29,149.00,0.00,109.76,단독주택,33.1,5,완경사,사다리형,세로한면(가),중형
807,은평구,갈현동,266-3,468.00,57.74,140.67,단독주택,28.2,9,완경사,세로장방,세로한면(가),소형
810,은평구,갈현동,269-5,,,,,,,평지,부정형,소로한면,소형
813,은평구,갈현동,392-27,338.00,59.91,0.00,공동주택,22.0,12,평지,세로장방,소로한면,중형
817,은평구,갈현동,491-19,172.90,59.88,149.34,공동주택,22.0,12,평지,가로장방,세로한면(가),소형
818,은평구,갈현동,491-24,165.00,0.00,164.96,단독주택,33.2,3,평지,가로장방,소로각지,중형
820,은평구,갈현동,504-33,158.00,48.54,216.17,공동주택,34.4,5,평지,사다리형,세로한면(불),소형
822,은평구,갈현동,522-6,0.00,59.96,240.89,공동주택,22.4,4,완경사,세로장방,소로각지,중형
827,은평구,갈현동,523-48,,,,,,,완경사,사다리형,세로한면(가),소형
829,은평구,구산동,147-25,122.80,60.42,0.00,단독주택,31.3,5,완경사,정방형,세로한면(가),소형
831,은평구,구산동,178-20,169.00,59.80,97.08,공동주택,21.6,1,평지,정방형,세로한면(불),소형
834,은평구,구산동,308-83,189.00,0.00,152.35,단독주택,33.7,5,급경사,가로장방,세로한면(가),
841,은평구,대조동,197-11,208.50,0.00,148.18,단독주택,34.2,5,평지,정방형,세로한면(가),소형
843,은평구,대조동,216-7,0.00,0.00,113.82,단독주택,33.5,4,평지,사다리형,세로한면(가),소형
845,은평구,은암동,81-72,0.00,57.27,223.29,단독주택,33.0,5,완경사,가로장방,세로각지(가),소형
850,은평구,은암동,227-41,116.00,58.48,0.00,단독주택,29.5,11,급경사,세로장방,세로한면(가),소형
851,은평구,은암동,227-78,155.00,58.71,0.00,공동주택,22.2,4,급경사,정방형,세로한면(가),소형
852,은평구,은암동,227-89,182.00,59.85,0.00,단독주택,29.7,4,급경사,정방형,세로한면(가),
854,은평구,은암동,402-17,195.00,51.43,107.11,단독주택,31.2,4,평지,정방형,세로한면(가),소형
855,은평구,은암동,402-103,97.20,59.65,145.51,단독주택,32.9,5,완경사,자루형,소로한면,소형
864,은평구,역촌동,6-8,152.93,59.22,127.37,단독주택,31.7,6,평지,세로장방,세로한면(가),소형
866,은평구,역촌동,10-8,,,,,,,평지,세로장방,세로각지(가),소형
873,은평구,역촌동,25-71,,,,,,,평지,부정형,세로각지(가),소형
875,은평구,역촌동,41-56,380.20,100.00,340.94,공동주택,28.9,11,평지,정방형,세로한면(가),소형
880,은평구,역촌동,56-32,175.20,58.16,162.87,단독주택,29.1,8,평지,사다리형,중로각지,
881,은평구,역촌동,56-36,0.00,0.00,0.00,단독주택,31.0,8,평지,정방형,세로한면(불),소형
882,은평구,역촌동,56-37,131.85,56.27,149.34,단독주택,28.0,11,평지,정방형,세로한면(불),소형
884,은평구,역촌동,65-19,184.50,57.56,141.32,공동주택,21.7,16,평지,세로장방,세로한면(가),
887,은평구,역촌동,77-43,130.37,59.42,152.62,단독주택,32.6,4,완경사,사다리형,세로한면(가),소형
888,은평구,역촌동,80-33,,,,,,,평지,자루형,세로한면(가),소형
890,은평구,역촌동,81-59,165.60,58.81,170.79,단독주택,31.1,7,평지,사다리형,세로한면(가),소형
891,은평구,역촌동,84-10,195.86,0.00,121.79,단독주택,30.5,7,평지,가로장방,세로한면(불),소형
893,은평구,신사동,13-9,0.00,59.71,0.00,단독주택,27.7,11,평지,세로장방,세로한면(가),중형
896,은평구,신사동,28-21,205.50,57.56,163.59,단독주택,32.5,8,평지,세로장방,세로한면(가),소형
898,은평구,신사동,30-27,172.00,53.82,166.02,단독주택,33.4,7,평지,세로장방,세로한면(가),소형
899,은평구,신사동,31-4,238.00,56.56,156.45,단독주택,29.8,7,평지,정방형,세로한면(가),소형
900,은평구,신사동,31-25,0.00,59.71,0.00,단독주택,31.1,7,평지,정방형,세로한면(가),소형
901,은평구,신사동,32-26,,,,,,,평지,가로장방,세로한면(불),소형
904,은평구,신사동,201-9,,,,,,,급경사,사다리형,세로한면(가),소형
908,은평구,신사동,337-31,,,,,,,평지,가로장방,세로각지(가),소형
911,은평구,증산동,192-42,,,,,,,완경사,세로장방,세로각지(가),소형
918,서대문구,홍제동,334-40,,,,,,,완경사,정방형,세로한면(가),소형
925,서대문구,연희동,1-5,,,,,,,평지,사다리형,중로한면,대형
930,서대문구,연희동,170-130,,,,,,,평지,세로장방,세로한면(가),소형
936,서대문구,홍은동,191-87,,,,,,,완경사,정방형,세로한면(불),소형
942,서대문구,홍은동,366-11,,,,,,,평지,사다리형,세로한면(불),소형
964,서대문구,남가좌동,331-1,,,,,,,평지,세로장방,세로한면(가),소형
967,서대문구,남가좌동,342-24,,,,,,,평지,가로장방,세로한면(가),소형
710,노원구,상계동,1376-20,140.00,59.01,169.52,단독주택,31.0,6,급경사,사다리형,세로한면(불),소형
712,노원구,상계동,134-34,0.00,0.00,0.00,단독주택,33.4,4,완경사,정방형,세로한면(가),소형
713,노원구,상계동,135-9,,,,,,,평지,사다리형,소로한면,중형
716,노원구,상계동,138-164,149.00,59.52,186.51,단독주택,28.3,7,평지,가로장방,중로한면,중형
722,노원구,상계동,156-14,149.00,55.11,174.49,단독주택,23.2,3,평지,정방형,세로한면(불),소형
725,노원구,상계동,165-2,75.80,56.31,158.09,단독주택,28.9,5,평지,사다리형,세로한면(가),소형
726,노원구,상계동,169-353,167.69,100.00,94.85,단독주택,29.9,5,평지,세로장방,세로한면(가),소형
728,노원구,상계동,357-10,65.35,51.38,183.23,단독주택,27.1,19,평지,사다리형,세로한면(가),중형
729,노원구,상계동,387-24,400.00,59.99,123.46,단독주택,31.6,5,평지,정방형,세로한면(불),소형
730,노원구,상계동,387-32,81.10,59.94,118.99,단독주택,32.1,5,평지,정방형,세로한면(불),소형
737,노원구,상계동,456-64,79.44,59.96,114.49,단독주택,27.0,7,평지,세로장방,세로한면(가),소형
738,노원구,상계동,456-83,182.00,58.52,168.26,단독주택,30.0,7,평지,세로장방,세로각지(가),소형
739,노원구,상계동,456-87,207.00,59.83,147.04,단독주택,29.0,10,평지,세로장방,소로한면,중형
740,노원구,상계동,456-103,184.00,59.78,147.82,단독주택,30.6,7,평지,세로장방,세로한면(가),소형
741,노원구,상계동,456-150,189.00,59.78,157.43,단독주택,27.5,7,평지,세로장방,세로한면(가),소형
742,노원구,상계동,456-151,181.00,59.88,185.52,단독주택,28.4,7,평지,세로장방,세로한면(가),소형
775,노원구,중계동,75-14,181.00,53.95,165.09,단독주택,28.3,7,평지,사다리형,세로각지(가),소형
776,노원구,중계동,90-65,177.77,52.60,160.04,단독주택,32.7,7,평지,사다리형,세로한면(가),소형
587,도봉구,쌍문동,708-29,158.70,59.65,119.31,단독주택,28.3,5,평지,세로장방,소로한면,중형
589,도봉구,쌍문동,712-22,152.20,47.59,93.31,단독주택,33.1,4,평지,세로장방,세로한면(가),소형
594,도봉구,방학동,601-9,121.45,59.11,110.51,단독주택,30.4,5,평지,세로장방,세로한면(불),소형
598,도봉구,방학동,605-18,214.20,59.92,200.95,공동주택,22.1,12,평지,부정형,세로각지(가),소형
599,도봉구,방학동,605-21,174.90,59.90,172.61,단독주택,30.4,7,평지,정방형,세로한면(가),소형
602,도봉구,방학동,610-23,138.80,59.99,120.10,단독주택,29.3,5,평지,정방형,세로각지(가),소형
606,도봉구,방학동,623-17,340.00,59.20,136.66,공동주택,30.8,15,평지,세로장방,세로한면(가),소형
607,도봉구,방학동,623-24,134.10,59.85,187.79,단독주택,27.9,5,평지,정방형,세로한면(가),소형
610,도봉구,방학동,627-6,123.90,58.55,169.27,단독주택,29.7,7,평지,세로장방,세로한면(가),소형
612,도봉구,방학동,629-14,207.00,50.75,125.07,단독주택,28.2,7,평지,자루형,세로한면(가),소형
613,도봉구,방학동,630-37,145.80,59.75,168.81,단독주택,29.8,7,평지,세로장방,세로한면(가),소형
616,도봉구,방학동,632-73,165.30,59.23,118.47,단독주택,31.3,5,평지,가로장방,세로한면(가),소형
621,도봉구,방학동,640-43,146.90,59.95,158.15,단독주택,31.1,7,평지,세로장방,세로한면(가),소형
622,도봉구,방학동,643-26,206.00,55.31,150.12,단독주택,28.4,7,평지,사다리형,소로각지,중형
625,도봉구,방학동,658-1,111.30,59.78,104.27,단독주택,30.1,5,평지,사다리형,소로한면,중형
626,도봉구,방학동,660-28,120.00,52.95,140.33,단독주택,31.3,7,평지,자루형,소로한면,소형
627,도봉구,방학동,681-34,135.25,57.40,132.79,단독주택,28.7,5,평지,사다리형,세로한면(가),소형
629,도봉구,방학동,685-50,88.80,57.32,106.55,단독주택,34.3,4,평지,정방형,세로한면(불),소형
630,도봉구,방학동,686-12,213.80,54.88,101.44,단독주택,28.0,8,평지,자루형,세로한면(가),소형
631,도봉구,방학동,690-20,163.60,59.97,154.01,단독주택,29.9,7,평지,정방형,세로한면(가),소형
632,도봉구,방학동,693-5,137.02,59.94,162.41,단독주택,30.7,8,평지,사다리형,세로각지(가),소형
633,도봉구,방학동,693-15,120.70,59.66,190.58,단독주택,27.5,7,평지,정방형,세로한면(가),소형
634,도봉구,방학동,693-19,125.90,59.82,118.69,단독주택,28.3,3,평지,세로장방,세로한면(가),소형
637,도봉구,방학동,700-11,104.02,59.92,116.07,단독주택,28.9,5,평지,세로장방,세로한면(가),소형
638,도봉구,방학동,700-63,110.50,59.78,97.43,단독주택,34.4,4,평지,세로장방,세로한면(불),소형
662,도봉구,도봉동,558-9,172.70,56.58,174.66,공동주택,21.5,6,평지,세로장방,세로한면(불),소형
664,도봉구,도봉동,564-13,222.70,59.37,108.08,단독주택,28.1,5,평지,사다리형,세로한면(가),소형
668,도봉구,도봉동,570-21,205.58,59.98,174.85,단독주택,31.6,11,평지,세로장방,세로한면(가),소형
669,도봉구,도봉동,574-26,140.00,59.41,110.86,단독주택,33.1,5,평지,사다리형,세로각지(가),소형
675,도봉구,도봉동,602-39,172.73,59.78,157.11,단독주택,28.7,7,평지,세로장방,세로한면(가),소형
677,도봉구,도봉동,604-30,200.10,57.32,154.39,단독주택,26.8,7,평지,사다리형,세로한면(가),소형
678,도봉구,도봉동,605-2,129.22,56.53,101.08,단독주택,30.0,5,평지,사다리형,소로한면,중형
681,도봉구,도봉동,608-9,146.54,58.89,111.85,단독주택,30.6,5,평지,정방형,세로한면(가),소형
682,도봉구,도봉동,613-7,158.90,50.70,99.80,단독주택,34.4,5,평지,세로장방,세로한면(가),소형
683,도봉구,도봉동,615-47,269.70,59.71,189.36,공동주택,21.5,6,평지,정방형,세로한면(가),소형
684,도봉구,도봉동,616-6,259.20,33.10,63.49,단독주택,28.6,5,평지,자루형,세로한면(가),
685,도봉구,도봉동,616-7,165.15,59.89,172.97,단독주택,28.3,6,평지,자루형,세로한면(가),소형
687,도봉구,도봉동,622-23,177.36,55.80,115.68,단독주택,29.4,7,평지,가로장방,세로한면(가),소형
688,도봉구,도봉동,623-160,127.60,59.58,119.17,단독주택,28.0,5,평지,정방형,세로한면(불),소형
764,노원구,상계동,1054-37,,,,,,,평지,사다리형,세로한면(가),소형
765,노원구,상계동,1086-5,0.00,59.97,166.56,단독주택,25.6,7,평지,가로장방,세로한면(가),소형
766,노원구,상계동,1086-7,216.68,59.66,173.58,단독주택,27.3,7,평지,사다리형,세로한면(가),소형
767,노원구,상계동,1086-19,163.90,56.35,152.15,단독주택,27.5,5,평지,가로장방,세로한면(가),소형
768,노원구,상계동,1086-22,197.00,59.90,117.86,단독주택,28.5,5,평지,사다리형,세로한면(가),소형
770,노원구,상계동,1105-26,143.75,59.76,193.17,공동주택,20.3,8,평지,세로장방,소로각지,중형
771,노원구,상계동,1105-27,,,,,,,평지,사다리형,소로각지,중형
409,강북구,미아동,129-39,95.92,59.94,114.42,단독주택,30.5,5,평지,정방형,세로각지(가),소형
433,강북구,미아동,791-3224,136.95,57.77,104.04,단독주택,31.9,4,완경사,사다리형,소로각지,중형
452,강북구,수유동,125-10,170.90,59.87,116.74,단독주택,27.2,5,평지,세로장방,소로한면,중형
454,강북구,수유동,166-9,170.90,57.17,110.02,단독주택,32.3,6,평지,정방형,세로한면(가),소형
455,강북구,수유동,166-13,105.24,55.95,94.33,단독주택,31.7,4,평지,세로장방,세로한면(가),소형
457,강북구,수유동,175-45,170.50,59.15,149.28,단독주택,29.0,8,평지,정방형,세로각지(가),소형
462,강북구,수유동,270-70,172.20,51.85,142.43,단독주택,31.2,7,평지,사다리형,세로각지(가),소형
469,강북구,수유동,291-14,245.00,59.52,158.29,단독주택,27.4,7,평지,가로장방,세로한면(가),소형
473,강북구,수유동,313-43,251.00,50.70,114.28,단독주택,29.1,7,평지,사다리형,세로각지(가),소형
474,강북구,수유동,335-6,179.00,59.99,159.81,단독주택,22.0,6,평지,자루형,세로한면(가),
478,강북구,수유동,363-6,276.00,59.92,172.58,단독주택,31.0,12,평지,사다리형,세로한면(가),소형
479,강북구,수유동,391-339,181.00,54.54,132.02,단독주택,30.8,6,평지,사다리형,세로한면(가),소형
494,강북구,수유동,475-124,145.00,53.13,100.70,단독주택,30.2,5,평지,사다리형,세로한면(가),
508,강북구,수유동,527-49,231.00,58.82,176.45,단독주택,27.2,8,완경사,정방형,세로한면(불),소형
509,강북구,수유동,536-27,169.00,58.22,174.67,단독주택,29.2,7,평지,사다리형,소로한면,중형
510,강북구,수유동,540-46,200.00,59.30,191.40,공동주택,22.8,4,평지,가로장방,세로한면(가),소형
511,강북구,수유동,542-3,174.16,59.94,173.53,단독주택,28.3,7,평지,사다리형,세로한면(가),
515,강북구,수유동,567-20,161.17,49.75,99.50,단독주택,34.5,5,평지,정방형,세로각지(가),소형
516,강북구,수유동,567-27,197.80,47.68,60.46,단독주택,29.0,3,평지,세로장방,세로한면(가),소형
517,강북구,수유동,567-42,213.00,66.59,244.73,공동주택,29.4,15,평지,자루형,세로한면(가),소형
537,강북구,우의동,53-5,162.00,59.08,236.02,공동주택,27.1,1,평지,사다리형,세로한면(가),소형
543,강북구,우의동,109-1,159.00,49.90,97.35,단독주택,34.4,4,평지,부정형,세로각지(가),
544,강북구,우의동,117-4,383.00,52.63,127.05,공동주택,28.2,11,평지,사다리형,세로한면(가),소형
552,도봉구,쌍문동,75-52,176.00,52.06,149.91,단독주택,30.3,7,평지,자루형,세로한면(가),소형
553,도봉구,쌍문동,81-164,165.00,59.96,145.26,단독주택,31.4,6,평지,가로장방,세로한면(가),소형
557,도봉구,쌍문동,123-73,116.00,58.39,100.50,단독주택,30.1,5,평지,가로장방,세로한면(가),소형
560,도봉구,쌍문동,137-226,175.00,59.95,103.16,단독주택,32.0,5,평지,세로장방,소로한면,중형
561,도봉구,쌍문동,286-22,153.73,45.20,85.24,단독주택,33.4,6,평지,정방형,세로각지(가),소형
562,도봉구,쌍문동,291-2,171.00,59.69,189.19,공동주택,21.1,6,평지,세로장방,세로한면(불),소형
564,도봉구,쌍문동,315-181,116.00,56.38,98.28,단독주택,34.1,3,평지,세로장방,세로각지(가),소형
566,도봉구,쌍문동,357-35,130.00,59.58,117.86,단독주택,33.1,5,평지,사다리형,세로한면(가),소형
567,도봉구,쌍문동,361-17,,,,,,,평지,세로장방,세로한면(가),소형
568,도봉구,쌍문동,414-45,132.53,59.84,99.52,단독주택,32.3,5,평지,사다리형,세로한면(가),소형
569,도봉구,쌍문동,423-49,316.25,58.26,146.95,단독주택,27.9,18,평지,가로장방,세로한면(가),소형
570,도봉구,쌍문동,460-23,126.33,59.86,174.61,단독주택,30.2,6,완경사,세로장방,세로각지(가),소형
571,도봉구,쌍문동,460-129,185.00,58.64,160.05,단독주택,27.8,10,평지,사다리형,소로각지,중형
572,도봉구,쌍문동,460-175,169.00,59.94,116.83,단독주택,30.6,5,완경사,사다리형,세로한면(가),소형
738,노원구,상계동,456-83,182.00,58.52,168.26,단독주택,30.0,7,평지,세로장방,세로각지(가),소형
400,성북구,장위동,233-281,152.00,59.51,172.42,단독주택,28.1,6,평지,정방형,세로한면(가),소형
408,성북구,석관동,340-280,0.00,0.00,0.00,단독주택,33.1,5,완경사,사다리형,세로각지(가),소형
692,노원구,월계동,534-57,0.00,0.00,0.00,단독주택,33.8,11,완경사,정방형,세로각지(가),소형
693,노원구,월계동,534-78,,,,,,,평지,정방형,세로한면(가),소형
340,성북구,정릉동,254-85,157.13,57.62,164.49,단독주택,21.3,7,완경사,사다리형,세로한면(불),소형
