자치구,법정동,지번,경도,위도,PNU,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,공시지가_2026_원per_m2,지형높이,지형형상,도로접면,OSC공법,신규임대유형,지하철역_800m,버스정류장_800m,초등학교_800m,중고등학교_800m
은평구,신사동,31-4,126.9118449,37.5956516,1138010900100310004,238.00,56.56,156.45,단독주택,29.8,7,3940000,평지,정방형,세로한면(가),소형,청년,2,81,5,1
은평구,신사동,31-25,126.9118727,37.5957585,1138010900100310025,0.00,59.71,0.00,단독주택,31.1,7,3940000,평지,정방형,세로한면(가),소형,신혼부부,2,82,5,1
은평구,신사동,32-26,126.9126233,37.595284,1138010900100320026,,,,,,,3250000,평지,가로장방,세로한면(불),소형,신혼부부,2,81,5,1
은평구,신사동,201-9,126.9077613,37.594748,1138010900102010009,,,,,,,2889000,급경사,사다리형,세로한면(가),소형,청년,1,58,3,3
은평구,신사동,337-31,126.9128627,37.5909583,1138010900103370031,,,,,,,3727000,평지,가로장방,세로각지(가),소형,신혼부부,2,75,2,2
은평구,증산동,192-42,126.9089474,37.5869061,1138011000101920042,,,,,,,3500000,완경사,세로장방,세로각지(가),소형,청년,2,60,3,3
서대문구,홍제동,334-40,126.9372157,37.5880275,1141011100103340040,,,,,,,3323000,완경사,정방형,세로한면(가),소형,청년,1,59,2,3
서대문구,연희동,1-5,126.9386691,37.5834656,1141011700100010005,,,,,,,3766000,평지,사다리형,중로한면,대형,청년,1,66,2,3
서대문구,연희동,170-130,126.9330178,37.5778781,1141011700101700130,,,,,,,3638000,평지,세로장방,세로한면(가),소형,신혼부부,0,56,2,1
서대문구,홍은동,191-87,126.9327798,37.5937066,1141011800101910087,,,,,,,2318000,완경사,정방형,세로한면(불),소형,신혼부부,0,38,1,2
서대문구,홍은동,366-11,126.925824,37.583098,1141011800103660011,,,,,,,3238000,평지,사다리형,세로한면(불),소형,신혼부부,0,71,4,6
서대문구,남가좌동,331-1,126.923927,37.5748968,1141012000103310001,,,,,,,4418000,평지,세로장방,세로한면(가),소형,신혼부부,0,55,2,2
서대문구,남가좌동,342-24,126.9243088,37.578287,1141012000103420024,,,,,,,3863000,평지,가로장방,세로한면(가),소형,신혼부부,0,73,5,5
노원구,상계동,1376-20,127.0801902,37.6724325,1135010500113760020,140.00,59.01,169.52,단독주택,31.0,6,2607000,급경사,사다리형,세로한면(불),소형,신혼부부,1,14,2,0
노원구,상계동,134-34,127.0694827,37.6673906,1135010500101340034,0.00,0.00,0.00,단독주택,33.4,4,2936000,완경사,정방형,세로한면(가),소형,신혼부부,0,43,4,3
노원구,상계동,135-9,127.0698969,37.6667301,1135010500101350009,,,,,,,3330000,평지,사다리형,소로한면,중형,신혼부부,1,45,4,3
노원구,상계동,138-164,127.0733704,37.6649569,1135010500101380164,149.00,59.52,186.51,단독주택,28.3,7,3624000,평지,가로장방,중로한면,중형,신혼부부,2,44,5,3
노원구,상계동,156-14,127.0725188,37.662908,1135010500101560014,149.00,55.11,174.49,단독주택,23.2,3,2859000,평지,정방형,세로한면(불),소형,신혼부부,1,52,5,5
노원구,상계동,165-2,127.0694549,37.6632721,1135010500101650002,75.80,56.31,158.09,단독주택,28.9,5,2882000,평지,사다리형,세로한면(가),소형,신혼부부,1,65,7,4
노원구,상계동,169-353,127.0700536,37.663075,1135010500101690353,167.69,100.00,94.85,단독주택,29.9,5,3087000,평지,세로장방,세로한면(가),소형,신혼부부,1,64,7,5
노원구,상계동,357-10,127.0632038,37.6573716,1135010500103570010,65.35,51.38,183.23,단독주택,27.1,19,5621000,평지,사다리형,세로한면(가),중형,신혼부부,2,60,5,4
노원구,상계동,387-24,127.0704254,37.657908,1135010500103870024,400.00,59.99,123.46,단독주택,31.6,5,3089000,평지,정방형,세로한면(불),소형,신혼부부,2,64,4,5
노원구,상계동,387-32,127.0705707,37.6579134,1135010500103870032,81.10,59.94,118.99,단독주택,32.1,5,3243000,평지,정방형,세로한면(불),소형,청년,2,62,4,5
노원구,상계동,456-64,127.0664024,37.6634597,1135010500104560064,79.44,59.96,114.49,단독주택,27.0,7,3167000,평지,세로장방,세로한면(가),소형,신혼부부,2,73,6,4
노원구,상계동,456-83,127.0667487,37.6638889,1135010500104560083,182.00,58.52,168.26,단독주택,30.0,7,3325000,평지,세로장방,세로각지(가),소형,신혼부부,1,69,6,4
노원구,상계동,456-87,127.0668451,37.6635859,1135010500104560087,207.00,59.83,147.04,단독주택,29.0,10,3202000,평지,세로장방,소로한면,중형,신혼부부,1,73,6,4
노원구,상계동,456-103,127.0665383,37.6626896,1135010500104560103,184.00,59.78,147.82,단독주택,30.6,7,3167000,평지,세로장방,세로한면(가),소형,신혼부부,2,76,5,4
노원구,상계동,456-150,127.066902,37.6650712,1135010500104560150,189.00,59.78,157.43,단독주택,27.5,7,3105000,평지,세로장방,세로한면(가),소형,신혼부부,1,61,6,4
노원구,상계동,456-151,127.0668851,37.6649678,1135010500104560151,181.00,59.88,185.52,단독주택,28.4,7,3105000,평지,세로장방,세로한면(가),소형,신혼부부,1,62,6,4
노원구,중계동,75-14,127.0839891,37.6495721,1135010600100750014,181.00,53.95,165.09,단독주택,28.3,7,2716000,평지,사다리형,세로각지(가),소형,신혼부부,0,22,2,3
노원구,중계동,90-65,127.0840359,37.6502723,1135010600100900065,177.77,52.60,160.04,단독주택,32.7,7,2563000,평지,사다리형,세로한면(가),소형,신혼부부,0,23,2,3
도봉구,쌍문동,708-29,127.0400407,37.6609833,1132010500107080029,158.70,59.65,119.31,단독주택,28.3,5,3022000,평지,세로장방,소로한면,중형,청년,0,67,5,2
도봉구,쌍문동,712-22,127.0385852,37.6597893,1132010500107120022,152.20,47.59,93.31,단독주택,33.1,4,2706000,평지,세로장방,세로한면(가),소형,청년,0,58,5,1
도봉구,방학동,601-9,127.0363746,37.6697334,1132010600106010009,121.45,59.11,110.51,단독주택,30.4,5,2065000,평지,세로장방,세로한면(불),소형,청년,0,47,3,1
도봉구,방학동,605-18,127.0326567,37.6688037,1132010600106050018,214.20,59.92,200.95,공동주택,22.1,12,2330000,평지,부정형,세로각지(가),소형,신혼부부,0,38,3,2
도봉구,방학동,605-21,127.0324303,37.6687349,1132010600106050021,174.90,59.90,172.61,단독주택,30.4,7,2383000,평지,정방형,세로한면(가),소형,청년,0,39,3,2
도봉구,방학동,610-23,127.030556,37.6677183,1132010600106100023,138.80,59.99,120.10,단독주택,29.3,5,2307000,평지,정방형,세로각지(가),소형,청년,0,38,2,2
도봉구,방학동,623-17,127.0380478,37.669865,1132010600106230017,340.00,59.20,136.66,공동주택,30.8,15,2985000,평지,세로장방,세로한면(가),소형,청년,0,57,1,1
도봉구,방학동,623-24,127.0382382,37.6698218,1132010600106230024,134.10,59.85,187.79,단독주택,27.9,5,2985000,평지,정방형,세로한면(가),소형,청년,0,58,1,1
도봉구,방학동,627-6,127.0368357,37.6688219,1132010600106270006,123.90,58.55,169.27,단독주택,29.7,7,2676000,평지,세로장방,세로한면(가),소형,청년,0,48,3,1
도봉구,방학동,629-14,127.0348021,37.6673129,1132010600106290014,207.00,50.75,125.07,단독주택,28.2,7,2377000,평지,자루형,세로한면(가),소형,청년,0,47,3,2
도봉구,방학동,630-37,127.0334262,37.6660216,1132010600106300037,145.80,59.75,168.81,단독주택,29.8,7,3164000,평지,세로장방,세로한면(가),소형,유지,0,49,2,2
도봉구,방학동,632-73,127.0347523,37.6653023,1132010600106320073,165.30,59.23,118.47,단독주택,31.3,5,2804000,평지,가로장방,세로한면(가),소형,청년,0,56,2,2
도봉구,방학동,640-43,127.0377958,37.6686048,1132010600106400043,146.90,59.95,158.15,단독주택,31.1,7,2925000,평지,세로장방,세로한면(가),소형,유지,0,57,2,2
도봉구,방학동,643-26,127.0391578,37.6683277,1132010600106430026,206.00,55.31,150.12,단독주택,28.4,7,3312000,평지,사다리형,소로각지,중형,청년,0,63,2,2
도봉구,방학동,658-1,127.0392918,37.6676659,1132010600106580001,111.30,59.78,104.27,단독주택,30.1,5,3349000,평지,사다리형,소로한면,중형,청년,0,64,2,2
도봉구,방학동,660-28,127.0373559,37.6663344,1132010600106600028,120.00,52.95,140.33,단독주택,31.3,7,2573000,평지,자루형,소로한면,소형,청년,0,58,3,2
도봉구,방학동,681-34,127.0412046,37.663956,1132010600106810034,135.25,57.40,132.79,단독주택,28.7,5,2820000,평지,사다리형,세로한면(가),소형,청년,0,66,3,2
도봉구,방학동,685-50,127.0405251,37.6653498,1132010600106850050,88.80,57.32,106.55,단독주택,34.3,4,2610000,평지,정방형,세로한면(불),소형,청년,0,68,4,3
도봉구,방학동,686-12,127.0398001,37.6650515,1132010600106860012,213.80,54.88,101.44,단독주택,28.0,8,2763000,평지,자루형,세로한면(가),소형,청년,0,67,3,2
도봉구,방학동,690-20,127.0379874,37.6641,1132010600106900020,163.60,59.97,154.01,단독주택,29.9,7,2944000,평지,정방형,세로한면(가),소형,청년,0,69,2,1
도봉구,방학동,693-5,127.0352469,37.6638445,1132010600106930005,137.02,59.94,162.41,단독주택,30.7,8,2725000,평지,사다리형,세로각지(가),소형,청년,0,69,2,2
도봉구,방학동,693-15,127.0352817,37.6634889,1132010600106930015,120.70,59.66,190.58,단독주택,27.5,7,2725000,평지,정방형,세로한면(가),소형,청년,0,72,3,3
도봉구,방학동,693-19,127.0354661,37.6637205,1132010600106930019,125.90,59.82,118.69,단독주택,28.3,3,2725000,평지,세로장방,세로한면(가),소형,청년,0,70,3,2
도봉구,방학동,700-11,127.0378364,37.6657071,1132010600107000011,104.02,59.92,116.07,단독주택,28.9,5,2903000,평지,세로장방,세로한면(가),소형,청년,0,60,3,1
도봉구,방학동,700-63,127.0377034,37.6654225,1132010600107000063,110.50,59.78,97.43,단독주택,34.4,4,2612000,평지,세로장방,세로한면(불),소형,청년,0,61,3,2
도봉구,도봉동,558-9,127.0441822,37.6862954,1132010800105580009,172.70,56.58,174.66,공동주택,21.5,6,2305000,평지,세로장방,세로한면(불),소형,신혼부부,1,34,1,2
도봉구,도봉동,564-13,127.0445541,37.6821907,1132010800105640013,222.70,59.37,108.08,단독주택,28.1,5,2420000,평지,사다리형,세로한면(가),소형,청년,1,53,2,2
도봉구,도봉동,570-21,127.0443614,37.6855056,1132010800105700021,205.58,59.98,174.85,단독주택,31.6,11,2669000,평지,세로장방,세로한면(가),소형,청년,1,41,1,2
도봉구,도봉동,574-26,127.0433952,37.6849357,1132010800105740026,140.00,59.41,110.86,단독주택,33.1,5,2445000,평지,사다리형,세로각지(가),소형,청년,1,41,2,2
도봉구,도봉동,602-39,127.0435252,37.6746295,1132010800106020039,172.73,59.78,157.11,단독주택,28.7,7,2728000,평지,세로장방,세로한면(가),소형,신혼부부,0,60,2,2
도봉구,도봉동,604-30,127.0425151,37.6739449,1132010800106040030,200.10,57.32,154.39,단독주택,26.8,7,2504000,평지,사다리형,세로한면(가),소형,청년,0,59,2,1
도봉구,도봉동,605-2,127.04144,37.6733033,1132010800106050002,129.22,56.53,101.08,단독주택,30.0,5,2728000,평지,사다리형,소로한면,중형,청년,0,55,2,1
도봉구,도봉동,608-9,127.0407136,37.6725096,1132010800106080009,146.54,58.89,111.85,단독주택,30.6,5,2851000,평지,정방형,세로한면(가),소형,청년,0,59,1,1
도봉구,도봉동,613-7,127.041299,37.6716817,1132010800106130007,158.90,50.70,99.80,단독주택,34.4,5,2814000,평지,세로장방,세로한면(가),소형,청년,0,60,1,1
도봉구,도봉동,615-47,127.0421857,37.6724985,1132010800106150047,269.70,59.71,189.36,공동주택,21.5,6,2851000,평지,정방형,세로한면(가),소형,청년,0,62,1,1
도봉구,도봉동,616-6,127.0431638,37.6731922,1132010800106160006,259.20,33.10,63.49,단독주택,28.6,5,2297000,평지,자루형,세로한면(가),,청년,0,60,1,1
도봉구,도봉동,616-7,127.0432441,37.6733684,1132010800106160007,165.15,59.89,172.97,단독주택,28.3,6,2297000,평지,자루형,세로한면(가),소형,청년,0,59,1,1
도봉구,도봉동,622-23,127.0448415,37.6702608,1132010800106220023,177.36,55.80,115.68,단독주택,29.4,7,3070000,평지,가로장방,세로한면(가),소형,청년,0,60,3,2
도봉구,도봉동,623-160,127.0459,37.6717492,1132010800106230160,127.60,59.58,119.17,단독주택,28.0,5,2260000,평지,정방형,세로한면(불),소형,신혼부부,0,61,2,2
노원구,상계동,1054-37,127.0515795,37.6727137,1135010500110540037,,,,,,,2865000,평지,사다리형,세로한면(가),소형,신혼부부,1,64,3,4
노원구,상계동,1086-5,127.0502211,37.6741036,1135010500110860005,0.00,59.97,166.56,단독주택,25.6,7,3058000,평지,가로장방,세로한면(가),소형,신혼부부,1,67,3,2
노원구,상계동,1086-7,127.0507675,37.6740591,1135010500110860007,216.68,59.66,173.58,단독주택,27.3,7,2969000,평지,사다리형,세로한면(가),소형,신혼부부,1,69,3,2
노원구,상계동,1086-19,127.0501961,37.6738189,1135010500110860019,163.90,56.35,152.15,단독주택,27.5,5,3058000,평지,가로장방,세로한면(가),소형,신혼부부,1,71,3,2
노원구,상계동,1086-22,127.0507085,37.6737508,1135010500110860022,197.00,59.90,117.86,단독주택,28.5,5,2969000,평지,사다리형,세로한면(가),소형,신혼부부,1,66,3,3
노원구,상계동,1105-26,127.0524733,37.6755194,1135010500111050026,143.75,59.76,193.17,공동주택,20.3,8,3207000,평지,세로장방,소로각지,중형,신혼부부,1,62,3,3
노원구,상계동,1105-27,127.0524691,37.6753904,1135010500111050027,,,,,,,3110000,평지,사다리형,소로각지,중형,신혼부부,1,63,3,3
강북구,미아동,129-39,127.0304407,37.6229882,1130510100101290039,95.92,59.94,114.42,단독주택,30.5,5,3626000,평지,정방형,세로각지(가),소형,청년,1,72,2,4
강북구,미아동,791-3224,127.0133258,37.6267713,1130510100107913224,136.95,57.77,104.04,단독주택,31.9,4,2795000,완경사,사다리형,소로각지,중형,신혼부부,0,64,4,5
강북구,수유동,125-10,127.0188729,37.6361884,1130510300101250010,170.90,59.87,116.74,단독주택,27.2,5,3280000,평지,세로장방,소로한면,중형,청년,1,89,3,1
강북구,수유동,166-9,127.0279371,37.6440715,1130510300101660009,170.90,57.17,110.02,단독주택,32.3,6,2830000,평지,정방형,세로한면(가),소형,청년,1,78,2,2
강북구,수유동,166-13,127.0277803,37.6441799,1130510300101660013,105.24,55.95,94.33,단독주택,31.7,4,2830000,평지,세로장방,세로한면(가),소형,청년,1,79,2,2
강북구,수유동,175-45,127.0266344,37.6419459,1130510300101750045,170.50,59.15,149.28,단독주택,29.0,8,3259000,평지,정방형,세로각지(가),소형,청년,1,70,2,1
강북구,수유동,270-70,127.0177111,37.6477807,1130510300102700070,172.20,51.85,142.43,단독주택,31.2,7,2739000,평지,사다리형,세로각지(가),소형,신혼부부,0,70,2,3
강북구,수유동,291-14,127.0121911,37.6462661,1130510300102910014,245.00,59.52,158.29,단독주택,27.4,7,2745000,평지,가로장방,세로한면(가),소형,청년,0,42,2,1
강북구,수유동,313-43,127.0153536,37.6442826,1130510300103130043,251.00,50.70,114.28,단독주택,29.1,7,3118000,평지,사다리형,세로각지(가),소형,청년,0,57,2,1
강북구,수유동,335-6,127.0172375,37.6431126,1130510300103350006,179.00,59.99,159.81,단독주택,22.0,6,2485000,평지,자루형,세로한면(가),,청년,0,54,2,2
강북구,수유동,363-6,127.0140738,37.6412726,1130510300103630006,276.00,59.92,172.58,단독주택,31.0,12,2959000,평지,사다리형,세로한면(가),소형,신혼부부,0,68,2,1
강북구,수유동,391-339,127.0145662,37.6395935,1130510300103910339,181.00,54.54,132.02,단독주택,30.8,6,2655000,평지,사다리형,세로한면(가),소형,청년,0,74,2,1
강북구,수유동,475-124,127.0151104,37.6293113,1130510300104750124,145.00,53.13,100.70,단독주택,30.2,5,2653000,평지,사다리형,세로한면(가),,신혼부부,0,74,3,5
강북구,수유동,527-49,127.0104897,37.640707,1130510300105270049,231.00,58.82,176.45,단독주택,27.2,8,1906000,완경사,정방형,세로한면(불),소형,유지,0,60,2,1
강북구,수유동,536-27,127.0085452,37.6445727,1130510300105360027,169.00,58.22,174.67,단독주택,29.2,7,2601000,평지,사다리형,소로한면,중형,신혼부부,0,44,1,1
강북구,수유동,540-46,127.0085263,37.6433221,1130510300105400046,200.00,59.30,191.40,공동주택,22.8,4,2201000,평지,가로장방,세로한면(가),소형,청년,0,56,2,1
강북구,수유동,542-3,127.009885,37.6446549,1130510300105420003,174.16,59.94,173.53,단독주택,28.3,7,2444000,평지,사다리형,세로한면(가),,청년,0,49,2,1
강북구,수유동,567-20,127.0094674,37.6467696,1130510300105670020,161.17,49.75,99.50,단독주택,34.5,5,2822000,평지,정방형,세로각지(가),소형,청년,0,35,2,1
강북구,수유동,567-27,127.0098456,37.6467205,1130510300105670027,197.80,47.68,60.46,단독주택,29.0,3,2688000,평지,세로장방,세로한면(가),소형,청년,0,37,2,1
강북구,수유동,567-42,127.009902,37.6465894,1130510300105670042,213.00,66.59,244.73,공동주택,29.4,15,2365000,평지,자루형,세로한면(가),소형,청년,0,38,2,1
도봉구,쌍문동,75-52,127.0364722,37.6537631,1132010500100750052,176.00,52.06,149.91,단독주택,30.3,7,2435000,평지,자루형,세로한면(가),소형,청년,1,57,4,6
도봉구,쌍문동,81-164,127.0352434,37.6534993,1132010500100810164,165.00,59.96,145.26,단독주택,31.4,6,2814000,평지,가로장방,세로한면(가),소형,청년,1,57,4,6
도봉구,쌍문동,123-73,127.0309565,37.6472995,1132010500101230073,116.00,58.39,100.50,단독주택,30.1,5,2874000,평지,가로장방,세로한면(가),소형,청년,1,67,3,5
도봉구,쌍문동,137-226,127.0297465,37.6512229,1132010500101370226,175.00,59.95,103.16,단독주택,32.0,5,2993000,평지,세로장방,소로한면,중형,청년,1,70,5,7
도봉구,쌍문동,286-22,127.0240256,37.6508395,1132010500102860022,153.73,45.20,85.24,단독주택,33.4,6,2829000,평지,정방형,세로각지(가),소형,청년,0,57,4,8
도봉구,쌍문동,291-2,127.0247711,37.6502615,1132010500102910002,171.00,59.69,189.19,공동주택,21.1,6,2216000,평지,세로장방,세로한면(불),소형,청년,0,58,4,9
도봉구,쌍문동,315-181,127.0291242,37.6490309,1132010500103150181,116.00,56.38,98.28,단독주택,34.1,3,2814000,평지,세로장방,세로각지(가),소형,청년,1,64,3,4
도봉구,쌍문동,357-35,127.0258482,37.6491416,1132010500103570035,130.00,59.58,117.86,단독주택,33.1,5,2408000,평지,사다리형,세로한면(가),소형,청년,1,64,3,6
도봉구,쌍문동,361-17,127.0233993,37.6491847,1132010500103610017,,,,,,,2657000,평지,세로장방,세로한면(가),소형,청년,0,58,2,3
도봉구,쌍문동,414-45,127.0207618,37.6493039,1132010500104140045,132.53,59.84,99.52,단독주택,32.3,5,2050000,평지,사다리형,세로한면(가),소형,청년,0,63,3,3
도봉구,쌍문동,423-49,127.0134861,37.6508962,1132010500104230049,316.25,58.26,146.95,단독주택,27.9,18,2957000,평지,가로장방,세로한면(가),소형,청년,0,39,1,3
도봉구,쌍문동,460-23,127.0236999,37.6522262,1132010500104600023,126.33,59.86,174.61,단독주택,30.2,6,2203000,완경사,세로장방,세로각지(가),소형,청년,0,61,5,7
도봉구,쌍문동,460-129,127.0235077,37.6518781,1132010500104600129,185.00,58.64,160.05,단독주택,27.8,10,2370000,평지,사다리형,소로각지,중형,청년,0,60,4,6
도봉구,쌍문동,460-175,127.0216028,37.653091,1132010500104600175,169.00,59.94,116.83,단독주택,30.6,5,1944000,완경사,사다리형,세로한면(가),소형,청년,0,64,5,5
노원구,상계동,456-83,127.0667487,37.6638889,1135010500104560083,182.00,58.52,168.26,단독주택,30.0,7,3325000,평지,세로장방,세로각지(가),소형,신혼부부,1,69,6,4
성북구,장위동,233-281,127.0449449,37.6135102,1129013800102330281,152.00,59.51,172.42,단독주택,28.1,6,3151000,평지,정방형,세로한면(가),소형,신혼부부,0,80,4,2
성북구,석관동,340-280,127.0527309,37.6059952,1129013900103400280,0.00,0.00,0.00,단독주택,33.1,5,2897000,완경사,사다리형,세로각지(가),소형,신혼부부,2,34,3,1
노원구,월계동,534-57,127.0543871,37.6239981,1135010200105340057,0.00,0.00,0.00,단독주택,33.8,11,2570000,완경사,정방형,세로각지(가),소형,청년,0,73,6,5
노원구,월계동,534-78,127.0534567,37.6241687,1135010200105340078,,,,,,,2618000,평지,정방형,세로한면(가),소형,청년,0,77,6,9
성북구,정릉동,254-85,127.0100565,37.6140691,1129013300102540085,157.13,57.62,164.49,단독주택,21.3,7,2441000,완경사,사다리형,세로한면(불),소형,청년,0,76,3,3
성북구,정릉동,254-93,127.0099169,37.6142465,1129013300102540093,0.00,0.00,0.00,단독주택,32.1,3,2441000,완경사,사다리형,세로한면(불),소형,신혼부부,0,74,3,3
성북구,정릉동,266-55,127.0115777,37.6127289,1129013300102660055,,,,,,,3287000,평지,사다리형,소로각지,,청년,0,70,3,3
성북구,정릉동,266-335,127.012355,37.6108647,1129013300102660335,440.00,0.00,194.41,단독주택,36.1,6,2560000,완경사,세로장방,세로한면(불),소형,청년,0,70,4,4
성북구,정릉동,266-338,127.0121421,37.6110941,1129013300102660338,0.00,55.09,0.00,단독주택,29.1,8,2869000,완경사,사다리형,세로한면(가),소형,청년,0,68,3,3
성북구,정릉동,409-1,127.0110614,37.6082445,1129013300104090001,,,,,,,2421000,완경사,사다리형,세로한면(불),소형,유지,0,83,4,3
성북구,정릉동,788-11,127.0009491,37.6179323,1129013300107880011,304.27,57.82,157.73,단독주택,28.0,12,2230000,완경사,사다리형,세로한면(가),소형,청년,0,33,2,0
성북구,정릉동,822-14,126.9982114,37.6189107,1129013300108220014,,,,,,,2241000,완경사,사다리형,세로한면(가),소형,신혼부부,0,16,2,0
광진구,자양동,635-9,127.0809416,37.53212,1121510500106350009,,,,,,,5878000,평지,세로장방,세로한면(가),,청년,1,38,5,3
동대문구,전농동,55-12,127.0591886,37.5796106,1123010400100550012,,,,,,,3749000,평지,부정형,세로각지(가),소형,청년,0,32,5,6
동대문구,장안동,404-14,127.0627203,37.5646876,1123010600104040014,,,,,,,4681000,평지,세로장방,소로한면,중형,신혼부부,1,35,3,1
동대문구,휘경동,286-139,127.0615646,37.5875495,1123010900102860139,,,,,,,4653000,평지,정방형,세로각지(가),소형,청년,0,33,3,7
동대문구,이문동,63-10,127.069321,37.6002086,1123011000100630010,,,,,,,3667000,평지,자루형,소로한면,,청년,0,39,1,0
중랑구,면목동,42-37,127.0956423,37.5890136,1126010100100420037,,,,,,,3617000,평지,세로장방,소로한면,중형,청년,1,53,2,5
중랑구,면목동,43-44,127.0944614,37.5882946,1126010100100430044,,,,,,,3178000,평지,가로장방,세로한면(가),소형,청년,1,57,3,5
중랑구,면목동,113-63,127.0899648,37.585636,1126010100101130063,,,,,,,3204000,평지,가로장방,세로한면(가),소형,청년,2,63,2,3
중랑구,면목동,144-14,127.0804384,37.5901748,1126010100101440014,,,,,,,3136000,평지,가로장방,세로한면(불),소형,청년,1,64,4,0
중랑구,면목동,177-24,127.0777676,37.5873258,1126010100101770024,,,,,,,3333000,평지,세로장방,세로한면(가),소형,청년,0,56,3,3
중랑구,면목동,177-35,127.077194,37.5874551,1126010100101770035,,,,,,,3210000,평지,세로장방,세로한면(가),소형,청년,0,55,3,3
중랑구,면목동,191-115,127.0745664,37.5902298,1126010100101910115,,,,,,,3310000,평지,정방형,세로한면(가),소형,청년,0,53,3,3
중랑구,면목동,379-17,127.0844361,37.5744872,1126010100103790017,,,,,,,4146000,평지,세로장방,소로각지,중형,청년,2,48,2,1
중랑구,면목동,436-26,127.0924271,37.583373,1126010100104360026,68.32,67.93,160.41,단독주택,31.4,4,3476000,평지,세로장방,세로한면(가),소형,청년,2,53,2,3
중랑구,상봉동,124-43,127.0818302,37.5925408,1126010200101240043,85.48,56.72,113.43,단독주택,34.3,4,3483000,평지,정방형,세로한면(가),소형,신혼부부,2,60,4,0
중랑구,상봉동,124-56,127.0816078,37.5923911,1126010200101240056,225.00,53.07,152.27,단독주택,23.1,6,3742000,평지,세로장방,세로각지(가),소형,유지,2,58,4,0
중랑구,중화동,10-17,127.085828,37.6022491,1126010300100100017,452.47,56.89,94.83,단독주택,30.3,13,3322000,평지,사다리형,세로한면(가),소형,청년,2,46,5,6
중랑구,중화동,34-4,127.0819428,37.6036951,1126010300100340004,129.00,44.70,89.40,단독주택,33.4,4,3029000,평지,사다리형,세로한면(가),중형,청년,1,47,4,4
중랑구,중화동,110-69,127.082095,37.6007667,1126010300101100069,150.00,49.72,97.77,단독주택,33.6,6,3558000,평지,사다리형,세로한면(가),소형,청년,2,50,3,4
중랑구,중화동,135-21,127.084639,37.6007422,1126010300101350021,116.70,59.77,111.83,단독주택,31.5,5,3494000,평지,사다리형,세로한면(가),소형,청년,2,49,3,5
중랑구,중화동,158-54,127.0842024,37.59951,1126010300101580054,135.20,51.09,115.20,단독주택,36.2,6,3435000,평지,세로장방,세로한면(가),소형,청년,2,49,3,4
중랑구,중화동,286-15,127.0806375,37.6019728,1126010300102860015,159.00,55.04,144.87,단독주택,30.4,5,3771000,평지,정방형,세로한면(불),소형,청년,2,49,4,3
중랑구,중화동,332-51,127.0745734,37.6045838,1126010300103320051,103.00,59.18,110.10,단독주택,30.2,5,3857000,평지,세로장방,세로각지(가),소형,청년,2,48,4,3
중랑구,망우동,153-22,127.1030302,37.5975013,1126010500101530022,136.20,59.88,94.99,단독주택,32.0,5,3094000,평지,세로장방,세로각지(가),소형,신혼부부,0,45,4,5
중랑구,망우동,184-8,127.1034199,37.5994898,1126010500101840008,105.40,59.89,117.68,단독주택,30.9,5,4272000,평지,세로장방,중로한면,중형,신혼부부,0,53,4,5
중랑구,망우동,419-28,127.1019936,37.5914592,1126010500104190028,250.20,34.50,63.40,단독주택,34.5,4,3379000,평지,사다리형,세로각지(가),소형,청년,0,32,2,3
중랑구,망우동,431-34,127.1016059,37.5906212,1126010500104310034,125.30,54.88,124.62,단독주택,34.0,6,2988000,평지,정방형,세로한면(가),소형,청년,0,37,2,4
중랑구,망우동,460-12,127.0973514,37.5946905,1126010500104600012,171.60,55.03,150.77,단독주택,31.3,8,3007000,평지,자루형,세로한면(가),소형,청년,0,58,3,3
중랑구,망우동,464-43,127.0989091,37.5969806,1126010500104640043,121.00,53.55,107.11,단독주택,33.7,5,2986000,평지,사다리형,세로한면(가),소형,청년,0,52,4,3
중랑구,망우동,493-10,127.0972561,37.5967613,1126010500104930010,175.24,59.35,178.06,단독주택,29.8,7,3835000,평지,정방형,소로각지,중형,청년,0,55,4,3
중랑구,망우동,509-25,127.0958187,37.595968,1126010500105090025,105.40,59.28,125.96,단독주택,31.2,5,3463000,평지,정방형,소로한면,중형,청년,0,56,4,4
중랑구,망우동,521-18,127.0947648,37.5927238,1126010500105210018,720.00,52.69,174.33,연립주택,29.1,5,3440000,평지,사다리형,세로각지(가),소형,청년,1,68,3,2
중랑구,망우동,523-41,127.0938365,37.5914561,1126010500105230041,166.00,58.55,193.63,공동주택,21.8,9,3417000,평지,정방형,세로한면(가),소형,청년,1,64,2,3
중랑구,신내동,441-2,127.0994753,37.6035368,1126010600104410002,162.52,59.54,153.94,단독주택,30.6,7,3337000,평지,사다리형,세로한면(가),,청년,0,64,5,8
노원구,공릉동,415-69,127.0786435,37.6241897,1135010300104150069,347.00,51.23,142.45,단독주택,30.2,12,3457000,평지,세로장방,세로한면(가),소형,청년,4,65,3,1
노원구,하계동,61-20,127.0749609,37.636486,1135010400100610020,,,,,,,3112000,평지,정방형,세로각지(가),소형,신혼부부,1,56,2,6
노원구,하계동,161-3,127.072155,37.6355535,1135010400101610003,,,,,,,3683000,평지,사다리형,중로한면,대형,신혼부부,1,70,5,6
