자치구,법정동,지번,경도,위도,PNU,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,공시지가_2026_원per_m2,지형높이,지형형상,도로접면,OSC공법,신규임대유형,지하철역_800m,버스정류장_800m,초등학교_800m,중고등학교_800m
관악구,신림동,597-50,126.9201164,37.4775666,1162010200105970050,75.53,59.81,105.44,단독주택,29.2,5,2920000,급경사,정방형,세로한면(가),소형,청년,0,62,3,5
관악구,신림동,597-57,126.9200742,37.4774436,1162010200105970057,0.00,59.34,0.00,단독주택,32.0,5,3354000,급경사,정방형,세로각지(가),소형,청년,0,62,3,7
관악구,신림동,597-74,126.9204162,37.4770467,1162010200105970074,0.00,59.80,0.00,단독주택,32.4,7,3270000,완경사,정방형,세로각지(가),소형,청년,0,59,3,7
관악구,신림동,597-76,126.9200856,37.4771152,1162010200105970076,190.28,59.98,104.70,단독주택,31.4,5,3106000,완경사,정방형,세로한면(가),소형,청년,0,61,3,7
관악구,신림동,598-73,126.9219021,37.4765016,1162010200105980073,169.40,59.72,104.88,단독주택,28.5,5,3714000,급경사,정방형,소로각지,소형,청년,0,62,2,6
관악구,신림동,598-132,126.920581,37.4760915,1162010200105980132,188.00,59.92,114.40,단독주택,31.2,6,3818000,완경사,정방형,세로각지(가),소형,청년,0,56,3,7
관악구,신림동,598-147,126.9197706,37.4756423,1162010200105980147,,,,,,,3818000,완경사,가로장방,세로각지(가),소형,청년,0,58,4,8
관악구,신림동,598-190,126.9228812,37.476325,1162010200105980190,170.00,59.78,167.72,단독주택,27.5,7,2736000,급경사,세로장방,세로한면(가),소형,청년,0,51,2,6
관악구,신림동,598-243,126.9208136,37.4761095,1162010200105980243,0.00,0.00,0.00,단독주택,34.5,4,3625000,완경사,정방형,세로한면(가),소형,청년,0,56,3,7
관악구,신림동,598-248,126.9206439,37.4760181,1162010200105980248,,,,,,,3625000,완경사,정방형,세로한면(가),소형,청년,0,56,3,7
관악구,신림동,598-316,126.9214965,37.4777914,1162010200105980316,106.00,59.77,105.73,단독주택,28.5,5,2843000,급경사,정방형,세로한면(가),소형,청년,0,62,2,6
관악구,신림동,608-1,126.9195383,37.4757206,1162010200106080001,,,,,,,3043000,완경사,자루형,세로한면(가),소형,청년,0,60,4,8
관악구,신림동,610-1,126.9224499,37.4751474,1162010200106100001,0.00,58.10,0.00,단독주택,31.1,7,3140000,완경사,세로장방,세로한면(가),소형,청년,0,46,2,6
관악구,신림동,610-9,126.9228747,37.4761493,1162010200106100009,166.00,56.91,149.17,단독주택,30.5,10,2880000,급경사,세로장방,세로각지(가),소형,청년,0,50,2,6
관악구,신림동,610-14,126.9234277,37.4762695,1162010200106100014,,,,,,,2736000,급경사,세로장방,세로한면(가),소형,청년,0,50,2,6
관악구,신림동,610-37,126.9227199,37.4758742,1162010200106100037,0.00,59.94,168.99,단독주택,31.3,7,3322000,급경사,세로장방,세로한면(가),소형,청년,0,49,2,6
관악구,신림동,610-38,126.9226124,37.4758132,1162010200106100038,169.00,58.86,149.03,단독주택,31.8,8,3322000,급경사,세로장방,세로한면(가),소형,청년,0,49,2,6
관악구,신림동,610-39,126.9225139,37.4757434,1162010200106100039,165.00,0.00,157.91,단독주택,33.8,5,3322000,급경사,세로장방,세로한면(가),소형,유지,0,50,2,6
관악구,신림동,610-88,126.9209906,37.4749076,1162010200106100088,165.00,0.00,157.28,단독주택,33.4,6,3446000,완경사,세로장방,세로한면(가),소형,유지,0,45,3,6
관악구,신림동,610-107,126.9206181,37.4746975,1162010200106100107,,,,,,,3446000,완경사,세로장방,세로한면(가),소형,청년,0,44,3,6
관악구,신림동,610-361,126.9254838,37.4748322,1162010200106100361,0.00,59.42,0.00,단독주택,26.9,6,2674000,급경사,세로장방,세로한면(가),소형,유지,0,51,2,4
관악구,신림동,610-370,126.925198,37.4749165,1162010200106100370,0.00,59.94,0.00,단독주택,27.5,7,2757000,급경사,세로장방,세로각지(가),소형,유지,0,51,2,4
관악구,신림동,610-371,126.9251001,37.4750239,1162010200106100371,0.00,57.68,0.00,단독주택,31.2,7,2620000,급경사,가로장방,세로한면(가),소형,청년,0,51,2,4
관악구,신림동,610-376,126.9245653,37.4756169,1162010200106100376,0.00,59.90,166.49,단독주택,31.3,6,2623000,급경사,가로장방,세로한면(가),소형,청년,0,50,2,6
관악구,신림동,610-496,126.9212074,37.473409,1162010200106100496,163.94,59.93,164.64,단독주택,31.7,5,3636000,완경사,세로장방,세로각지(가),소형,유지,0,45,3,4
관악구,신림동,610-502,126.9232209,37.4735153,1162010200106100502,165.00,59.30,152.93,단독주택,31.5,6,2606000,완경사,부정형,세로한면(가),소형,청년,0,44,4,3
관악구,신림동,610-514,126.9239096,37.473874,1162010200106100514,165.00,58.87,110.60,단독주택,30.8,9,2674000,급경사,세로장방,세로한면(가),소형,청년,0,43,3,3
관악구,신림동,610-535,126.9228128,37.4744867,1162010200106100535,162.00,56.93,108.67,단독주택,31.3,7,3299000,완경사,세로장방,세로한면(가),소형,신혼부부,0,44,2,5
관악구,신림동,610-587,126.9244647,37.4744969,1162010200106100587,155.00,0.00,109.23,단독주택,33.7,5,2934000,완경사,가로장방,세로각지(가),소형,청년,0,45,2,4
관악구,신림동,611-36,126.9194457,37.473915,1162010200106110036,152.00,0.00,152.18,단독주택,37.5,4,3716000,평지,사다리형,세로한면(가),소형,청년,0,50,4,7
관악구,신림동,611-69,126.9222391,37.474808,1162010200106110069,165.00,59.88,143.09,단독주택,26.5,5,3624000,완경사,세로장방,세로한면(가),소형,청년,0,45,2,5
관악구,신림동,618-10,126.9196158,37.4731642,1162010200106180010,162.00,59.73,0.00,단독주택,29.2,5,5229000,평지,세로장방,세로한면(가),소형,청년,0,50,3,5
관악구,신림동,622-11,126.9203629,37.4720268,1162010200106220011,0.00,58.27,0.00,단독주택,31.2,7,3262000,평지,사다리형,세로한면(불),소형,청년,0,46,2,3
관악구,신림동,626-58,126.9225437,37.4726266,1162010200106260058,0.00,57.92,167.45,단독주택,28.5,4,3457000,완경사,정방형,세로한면(가),소형,청년,0,37,4,3
관악구,신림동,629-54,126.9225581,37.4710177,1162010200106290054,152.00,0.00,93.20,단독주택,35.4,5,3514000,완경사,정방형,세로한면(가),소형,청년,0,34,3,6
관악구,신림동,633-25,126.9215452,37.4707144,1162010200106330025,126.00,59.90,106.07,단독주택,29.4,6,3663000,평지,세로장방,세로한면(가),소형,청년,0,38,3,6
관악구,신림동,639-13,126.9219974,37.4695699,1162010200106390013,180.00,58.89,108.78,단독주택,28.4,6,3770000,평지,사다리형,세로각지(가),소형,청년,0,41,2,6
관악구,신림동,646-288,126.9250603,37.4701804,1162010200106460288,102.00,53.12,0.00,단독주택,28.4,6,2214000,급경사,사다리형,세로한면(불),소형,청년,0,49,3,8
관악구,신림동,646-289,126.9250409,37.4700584,1162010200106460289,0.00,59.29,143.60,단독주택,31.6,6,2307000,급경사,정방형,세로한면(불),소형,청년,0,48,2,8
관악구,신림동,652-99,126.9225052,37.4674149,1162010200106520099,173.05,59.98,144.94,단독주택,27.4,8,2810000,완경사,사다리형,세로한면(가),소형,유지,0,39,3,6
관악구,신림동,673-31,126.9165625,37.4624869,1162010200106730031,126.00,59.62,99.53,단독주택,32.0,7,3216000,평지,세로장방,세로한면(가),소형,청년,0,24,3,1
관악구,신림동,673-77,126.9163596,37.4624016,1162010200106730077,178.52,59.41,148.08,단독주택,31.6,8,3241000,평지,사다리형,세로각지(가),소형,청년,0,25,3,1
관악구,신림동,675-97,126.9154945,37.4630406,1162010200106750097,116.00,58.39,106.98,단독주택,31.1,5,2586000,완경사,사다리형,소로한면,중형,청년,0,31,4,2
관악구,신림동,675-107,126.9160982,37.4631281,1162010200106750107,,,,,,,2515000,완경사,세로장방,세로한면(가),소형,청년,0,25,4,2
관악구,신림동,706-14,126.9188545,37.4713751,1162010200107060014,0.00,59.87,0.00,단독주택,30.5,5,3161000,평지,사다리형,세로한면(가),소형,청년,0,53,2,4
관악구,신림동,706-98,126.9187665,37.471571,1162010200107060098,97.61,0.00,102.40,단독주택,33.4,6,3161000,평지,사다리형,세로한면(가),소형,청년,0,53,2,4
관악구,신림동,709-1,126.9181804,37.4716083,1162010200107090001,,,,,,,3079000,평지,부정형,세로한면(가),소형,청년,0,53,2,4
관악구,신림동,711-13,126.9181304,37.4700957,1162010200107110013,255.00,0.00,0.00,단독주택,33.2,5,2973000,완경사,사다리형,세로한면(가),소형,청년,0,45,2,4
관악구,신림동,711-78,126.9186524,37.4706253,1162010200107110078,0.00,59.95,142.41,단독주택,30.5,3,3377000,평지,사다리형,세로각지(가),소형,청년,0,48,2,4
관악구,신림동,711-79,126.9188506,37.4704973,1162010200107110079,,,,,,,3228000,완경사,세로장방,세로각지(가),소형,청년,0,48,2,3
관악구,신림동,748-28,126.9144066,37.4750916,1162010200107480028,82.10,57.38,0.00,단독주택,31.1,5,3573000,평지,부정형,세로한면(가),소형,유지,0,60,5,5
관악구,신림동,752-10,126.9144304,37.4747509,1162010200107520010,118.69,59.86,97.50,단독주택,22.4,5,4189000,평지,사다리형,세로한면(가),소형,청년,0,59,5,5
관악구,신림동,1449-32,126.9222691,37.4885966,1162010200114490032,175.00,0.00,103.78,단독주택,33.8,5,5070000,평지,사다리형,세로한면(가),소형,청년,0,50,3,3
관악구,신림동,1450-7,126.9244813,37.4893155,1162010200114500007,0.00,59.65,107.43,단독주택,28.8,6,5621000,평지,세로장방,세로한면(가),소형,청년,1,47,2,2
관악구,신림동,1491-8,126.9126857,37.4791019,1162010200114910008,104.10,57.37,136.70,단독주택,31.3,6,3800000,평지,자루형,세로한면(가),소형,청년,0,68,4,7
관악구,신림동,1561-19,126.9342745,37.4666722,1162010200115610019,175.90,59.14,168.06,단독주택,28.0,17,4735000,완경사,정방형,소로한면,중형,청년,0,41,4,6
관악구,신림동,1563-32,126.9146062,37.4739925,1162010200115630032,234.00,59.99,99.89,단독주택,27.4,7,4005000,완경사,정방형,세로한면(가),소형,청년,0,58,5,5
관악구,신림동,1563-33,126.9146877,37.4739047,1162010200115630033,166.10,59.47,177.61,단독주택,26.5,6,4005000,완경사,정방형,세로한면(가),소형,청년,0,59,5,5
관악구,신림동,1563-54,126.9149951,37.4743653,1162010200115630054,166.80,59.76,170.81,단독주택,26.4,7,4205000,완경사,정방형,세로각지(가),소형,청년,0,55,5,5
관악구,신림동,1564-24,126.9407332,37.4762865,1162010200115640024,0.00,59.67,178.42,단독주택,31.3,9,3229000,급경사,정방형,세로한면(가),소형,청년,1,45,2,4
관악구,신림동,1570-12,126.9183599,37.4821065,1162010200115700012,173.80,59.87,175.88,단독주택,31.5,5,4966000,평지,정방형,세로한면(가),소형,청년,1,55,3,4
관악구,신림동,1571-6,126.9194486,37.4823076,1162010200115710006,158.20,40.23,0.00,단독주택,31.9,5,4203000,평지,자루형,세로한면(가),소형,청년,0,58,3,4
관악구,신림동,1571-21,126.9194753,37.48214,1162010200115710021,165.90,58.50,148.45,단독주택,31.4,7,5830000,평지,세로장방,소로한면,,청년,0,60,3,4
관악구,신림동,1571-22,126.9193352,37.4821454,1162010200115710022,236.70,59.30,117.77,단독주택,31.3,8,5830000,평지,세로장방,소로한면,중형,청년,0,58,3,4
관악구,신림동,1573-6,126.9195179,37.4818513,1162010200115730006,233.10,59.88,79.89,단독주택,29.2,5,4556000,평지,정방형,세로한면(가),소형,청년,0,60,3,4
관악구,신림동,1573-28,126.9195412,37.4810827,1162010200115730028,118.50,57.50,98.16,단독주택,26.7,12,4829000,평지,세로장방,소로한면,중형,청년,0,66,4,4
관악구,신림동,1574-31,126.9200647,37.4810847,1162010200115740031,278.00,58.26,99.56,단독주택,27.1,8,4831000,평지,세로장방,세로각지(가),소형,청년,0,67,4,4
관악구,신림동,1629-6,126.9274054,37.4787294,1162010200116290006,193.80,0.00,105.86,단독주택,33.6,5,4608000,평지,사다리형,세로각지(가),소형,청년,1,52,1,4
관악구,신림동,1631-38,126.9300819,37.4785432,1162010200116310038,0.00,59.56,114.99,단독주택,31.2,7,4303000,평지,자루형,세로한면(가),소형,청년,1,53,1,2
관악구,신림동,1652-12,126.9053077,37.4827887,1162010200116520012,201.90,0.00,174.79,단독주택,34.3,5,4832000,평지,가로장방,세로한면(가),소형,청년,1,58,3,1
관악구,신림동,1678-35,126.9221303,37.4729707,1162010200116780035,0.00,59.87,0.00,단독주택,23.7,10,3532000,완경사,정방형,소로각지,중형,청년,0,40,4,3
관악구,남현동,1053-12,126.9716227,37.4738013,1162010300110530012,252.60,49.75,106.33,단독주택,27.6,9,4464000,완경사,자루형,세로한면(가),소형,청년,0,28,1,4
강서구,방화동,251-21,126.815111,37.5696132,1150010900102510021,215.00,53.51,152.48,단독주택,22.4,5,3635000,평지,세로장방,세로한면(가),소형,청년,0,58,3,4
강서구,방화동,536-14,126.8082891,37.5722367,1150010900105360014,166.00,59.90,175.36,단독주택,27.3,5,3258000,평지,사다리형,세로각지(가),소형,유지,2,37,3,2
강서구,방화동,564-65,126.8109814,37.5712695,1150010900105640065,283.54,46.30,114.74,단독주택,30.0,7,2889000,평지,부정형,세로한면(가),소형,청년,2,47,4,5
강서구,방화동,575-18,126.8124329,37.5721603,1150010900105750018,164.00,59.96,157.62,단독주택,27.2,5,2835000,평지,사다리형,세로한면(불),소형,신혼부부,2,55,5,5
양천구,신정동,910-5,126.8575682,37.5264343,1147010100109100005,0.00,0.00,0.00,단독주택,34.2,6,3245000,평지,자루형,세로한면(가),소형,청년,2,61,4,4
양천구,신정동,923-7,126.8537139,37.5256309,1147010100109230007,129.30,59.95,239.81,공동주택,20.8,7,4089000,완경사,정방형,세로한면(가),소형,청년,2,48,4,4
양천구,신정동,926-10,126.8540101,37.5274213,1147010100109260010,,,,,,,3417000,평지,자루형,세로한면(가),소형,청년,1,52,4,3
양천구,신정동,928-13,126.8530454,37.5251421,1147010100109280013,0.00,59.92,0.00,단독주택,31.4,5,3978000,완경사,정방형,세로한면(가),소형,신혼부부,2,46,4,4
양천구,신정동,940-17,126.8519124,37.5252712,1147010100109400017,120.00,59.74,107.40,단독주택,31.1,5,3793000,완경사,정방형,세로한면(가),소형,신혼부부,2,41,3,4
양천구,신정동,950-14,126.8560308,37.5242243,1147010100109500014,128.30,58.26,114.85,단독주택,27.2,3,3330000,완경사,자루형,소로한면,소형,청년,2,54,4,3
양천구,신정동,957-1,126.8583172,37.523871,1147010100109570001,101.53,59.82,104.60,공동주택,23.0,1,3864000,평지,정방형,세로각지(가),,청년,3,56,4,4
양천구,신정동,957-29,126.8584679,37.5237894,1147010100109570029,163.60,51.23,234.77,단독주택,23.0,6,3121000,평지,자루형,세로한면(가),소형,청년,3,57,4,4
양천구,신정동,1012-2,126.8608813,37.5229333,1147010100110120002,170.30,57.90,171.79,단독주택,33.4,5,4145000,완경사,세로장방,소로한면,중형,청년,3,51,3,3
양천구,신정동,1016-15,126.8618817,37.5212727,1147010100110160015,210.10,55.36,110.73,단독주택,32.4,7,4519000,평지,세로장방,소로한면,,청년,2,53,4,3
양천구,신정동,1016-23,126.8612651,37.5213141,1147010100110160023,124.80,58.32,152.55,단독주택,32.4,6,4009000,평지,세로장방,세로한면(가),소형,청년,3,54,4,3
양천구,신정동,1019-19,126.8610809,37.5212062,1147010100110190019,139.90,59.10,148.90,단독주택,32.1,7,4757000,평지,정방형,소로각지,중형,청년,3,54,4,4
양천구,신정동,1026-14,126.8587912,37.5213808,1147010100110260014,132.20,53.32,96.79,단독주택,33.3,5,3322000,평지,자루형,세로한면(가),소형,청년,3,52,5,4
양천구,신정동,1198-18,126.849602,37.5210467,1147010100111980018,130.50,59.24,165.38,단독주택,27.7,7,4501000,완경사,세로장방,세로한면(가),소형,청년,1,34,5,3
양천구,신정동,1217-8,126.849152,37.51873,1147010100112170008,189.20,58.03,153.69,단독주택,28.6,7,4760000,완경사,가로장방,세로각지(가),소형,청년,1,40,5,3
양천구,신월동,18-9,126.8315435,37.5416757,1147010300100180009,187.90,44.35,88.65,단독주택,33.2,7,2931000,평지,자루형,중로한면,소형,청년,1,45,2,6
양천구,신월동,19-27,126.8321315,37.5414991,1147010300100190027,,,,,,,2669000,평지,세로장방,세로한면(불),소형,청년,1,45,2,5
양천구,신월동,29-14,126.8263909,37.540447,1147010300100290014,0.00,59.88,0.00,단독주택,33.4,6,2844000,평지,정방형,세로각지(가),소형,청년,0,30,2,5
양천구,신월동,58-33,126.8304064,37.5385686,1147010300100580033,106.80,59.91,118.30,단독주택,32.2,5,2498000,평지,정방형,세로한면(가),소형,청년,0,39,3,6
양천구,신월동,58-37,126.8300876,37.5385245,1147010300100580037,127.50,59.28,102.80,공동주택,22.1,6,2411000,평지,가로장방,세로한면(불),소형,청년,0,36,3,6
양천구,신월동,64-7,126.8333127,37.5392236,1147010300100640007,175.70,59.67,208.67,단독주택,31.3,5,3036000,평지,세로장방,소로한면,중형,청년,1,47,3,3
양천구,신월동,75-10,126.8311898,37.5374302,1147010300100750010,166.00,0.00,113.44,단독주택,34.6,5,2938000,평지,정방형,세로한면(가),소형,신혼부부,0,42,4,6
양천구,신월동,76-6,126.8303915,37.5374729,1147010300100760006,,,,,,,2996000,평지,가로장방,세로각지(가),소형,청년,0,38,3,6
양천구,신월동,84-7,126.8327405,37.5369941,1147010300100840007,0.00,52.56,0.00,단독주택,30.6,7,2959000,평지,세로장방,세로한면(가),소형,신혼부부,0,43,3,4
양천구,신월동,84-15,126.8323694,37.5368578,1147010300100840015,180.80,59.98,146.55,단독주택,30.5,5,2927000,평지,사다리형,세로한면(가),소형,청년,0,43,3,4
양천구,신월동,91-23,126.833215,37.5353213,1147010300100910023,184.40,58.93,139.40,공동주택,22.0,1,2384000,평지,자루형,세로한면(가),소형,신혼부부,0,46,3,4
양천구,신월동,94-3,126.8324308,37.5358767,1147010300100940003,138.30,56.28,86.74,단독주택,33.4,5,2930000,평지,사다리형,세로각지(가),,신혼부부,0,45,4,4
양천구,신월동,98-11,126.8320099,37.5352473,1147010300100980011,205.40,55.11,189.56,단독주택,30.4,5,2417000,평지,세로장방,세로한면(불),소형,신혼부부,0,43,3,4
양천구,신월동,98-29,126.8324009,37.5350153,1147010300100980029,144.30,49.60,110.67,단독주택,33.1,5,2417000,평지,세로장방,세로한면(불),소형,신혼부부,0,44,2,4
양천구,신월동,105-23,126.8352058,37.5343775,1147010300101050023,147.50,48.73,103.72,단독주택,34.6,4,2717000,평지,자루형,중로한면,소형,신혼부부,0,46,3,2
양천구,신월동,106-14,126.834866,37.5336866,1147010300101060014,165.30,60.88,104.86,단독주택,31.4,5,2384000,평지,자루형,세로한면(가),소형,청년,0,43,2,2
양천구,신월동,107-8,126.8342657,37.5332928,1147010300101070008,144.30,56.37,106.89,단독주택,31.0,5,2680000,평지,정방형,세로한면(가),소형,신혼부부,0,43,2,2
양천구,신월동,107-13,126.8344677,37.5332698,1147010300101070013,126.10,0.00,108.82,단독주택,34.2,5,2253000,평지,세로장방,세로한면(불),소형,청년,0,42,2,2
양천구,신월동,110-20,126.8338699,37.5319905,1147010300101100020,115.80,58.90,100.53,단독주택,31.2,5,2595000,평지,세로장방,세로한면(가),소형,청년,0,32,2,1
양천구,신월동,110-25,126.8340715,37.5318833,1147010300101100025,,,,,,,2595000,평지,정방형,세로한면(가),소형,청년,0,31,2,1
양천구,신월동,114-25,126.8363359,37.532663,1147010300101140025,0.00,54.18,0.00,단독주택,32.1,3,2228000,평지,자루형,세로한면(가),소형,청년,0,35,2,2
양천구,신월동,121-13,126.8364024,37.5303442,1147010300101210013,149.50,0.00,99.13,단독주택,34.1,5,2207000,평지,자루형,세로한면(가),소형,청년,0,27,3,1
양천구,신월동,123-19,126.8348255,37.5316509,1147010300101230019,240.00,59.91,175.30,단독주택,29.8,7,2251000,평지,자루형,세로한면(가),소형,청년,0,30,2,1
양천구,신월동,124-4,126.8346943,37.5309938,1147010300101240004,276.90,59.92,214.56,공동주택,21.7,1,2643000,평지,세로장방,세로한면(가),,신혼부부,0,28,2,1
양천구,신월동,124-22,126.834189,37.5314548,1147010300101240022,151.10,53.89,92.92,단독주택,31.4,5,2550000,평지,자루형,중로한면,소형,청년,0,29,2,1
양천구,신월동,132-5,126.8325546,37.5319567,1147010300101320005,235.60,36.74,73.47,단독주택,32.6,5,2285000,평지,자루형,세로한면(가),소형,청년,0,33,2,1
양천구,신월동,133-28,126.8329559,37.5321211,1147010300101330028,150.90,59.59,113.07,단독주택,30.8,5,2469000,평지,세로장방,세로한면(가),소형,청년,0,33,2,1
양천구,신월동,200-24,126.8299063,37.5305757,1147010300102000024,127.15,57.10,104.60,단독주택,31.3,5,2292000,평지,자루형,세로한면(가),소형,청년,0,27,2,1
양천구,신월동,207-3,126.8332033,37.5277005,1147010300102070003,163.00,59.59,167.30,단독주택,30.5,5,2158000,평지,세로장방,세로한면(가),소형,청년,0,24,1,1
양천구,신월동,226-4,126.8353386,37.5296174,1147010300102260004,147.00,58.66,109.54,단독주택,30.8,5,2515000,평지,자루형,중로한면,소형,청년,0,23,3,1
양천구,신월동,232-25,126.8368137,37.5282227,1147010300102320025,148.58,57.79,133.27,단독주택,30.6,5,2199000,평지,자루형,세로한면(가),소형,신혼부부,0,29,4,0
양천구,신월동,233-6,126.8373601,37.5287185,1147010300102330006,116.60,59.62,111.18,단독주택,31.2,5,2199000,평지,자루형,세로한면(가),소형,신혼부부,0,26,4,0
양천구,신월동,233-7,126.8374203,37.5286178,1147010300102330007,116.50,59.48,111.27,단독주택,31.2,5,2199000,평지,자루형,세로한면(가),소형,청년,0,26,4,0
양천구,신월동,233-12,126.837605,37.5283913,1147010300102330012,133.30,48.68,97.36,단독주택,33.1,5,2199000,평지,자루형,세로한면(가),소형,청년,0,27,4,0
양천구,신월동,233-23,126.8373394,37.5282686,1147010300102330023,231.50,58.93,215.46,공동주택,31.6,1,2715000,평지,가로장방,세로한면(가),,청년,0,30,4,0
양천구,신월동,233-25,126.8373449,37.5284564,1147010300102330025,,,,,,,2222000,평지,정방형,세로한면(불),소형,청년,0,27,4,0
양천구,신월동,242-12,126.8372757,37.5272543,1147010300102420012,0.00,0.00,0.00,단독주택,34.3,5,2759000,평지,세로장방,세로각지(가),소형,청년,0,31,3,0
양천구,신월동,243-22,126.8369438,37.5270611,1147010300102430022,0.00,0.00,0.00,단독주택,34.4,7,2378000,평지,정방형,세로한면(가),소형,청년,0,33,3,0
양천구,신월동,439-2,126.8383288,37.521897,1147010300104390002,0.00,53.73,214.92,공동주택,33.4,1,2949000,평지,세로장방,세로한면(가),,유지,0,39,3,2
강서구,등촌동,365-50,126.8597783,37.5509967,1150010200103650050,176.10,43.79,87.57,단독주택,34.8,10,4480000,완경사,세로장방,세로각지(가),소형,신혼부부,0,40,4,3
강서구,등촌동,533-41,126.8621411,37.551159,1150010200105330041,188.00,59.68,165.53,단독주택,24.3,6,4520000,평지,사다리형,세로각지(가),소형,신혼부부,0,39,4,4
강서구,등촌동,568-27,126.8624747,37.5367476,1150010200105680027,186.10,59.90,112.50,단독주택,31.2,5,3758000,완경사,세로장방,세로한면(가),소형,청년,0,64,3,6
강서구,등촌동,569-5,126.8622703,37.5374486,1150010200105690005,145.00,59.95,119.91,단독주택,31.9,5,3758000,완경사,정방형,세로한면(가),소형,청년,0,63,3,6
강서구,등촌동,569-14,126.8622775,37.5364426,1150010200105690014,149.00,59.45,113.68,단독주택,28.9,5,3758000,완경사,정방형,세로한면(가),소형,신혼부부,0,66,3,6
강서구,등촌동,647-19,126.8642905,37.5528166,1150010200106470019,165.00,59.87,119.75,단독주택,29.3,5,4228000,평지,세로장방,세로한면(가),소형,신혼부부,0,44,4,6
강서구,화곡동,24-221,126.845625,37.5454697,1150010300100240221,131.00,58.27,156.48,단독주택,32.2,9,3616000,평지,정방형,세로한면(가),소형,청년,1,48,4,0
강서구,화곡동,29-14,126.8477673,37.5476125,1150010300100290014,0.00,59.88,0.00,단독주택,33.4,6,3692000,평지,정방형,세로한면(가),,신혼부부,0,51,4,0
강서구,화곡동,29-87,126.8488002,37.5456744,1150010300100290087,265.00,38.29,112.36,단독주택,27.4,5,3096000,평지,사다리형,세로한면(불),소형,청년,0,44,3,0
강서구,화곡동,29-199,126.8501524,37.546484,1150010300100290199,341.00,58.57,155.89,단독주택,28.5,8,3157000,평지,사다리형,세로한면(가),소형,신혼부부,0,52,5,0
강서구,화곡동,46-15,126.850006,37.5446716,1150010300100460015,200.30,51.90,134.02,단독주택,29.3,11,3142000,평지,세로장방,세로한면(가),소형,신혼부부,0,44,4,0
강서구,화곡동,46-294,126.8492714,37.545001,1150010300100460294,229.55,44.95,90.47,단독주택,34.3,5,2837000,평지,세로장방,세로한면(가),소형,청년,0,45,3,0
강서구,화곡동,46-308,126.8494551,37.545458,1150010300100460308,198.00,54.32,105.64,단독주택,33.3,5,2837000,평지,세로장방,세로한면(가),소형,청년,0,43,4,0
강서구,화곡동,50-72,126.8493165,37.5429885,1150010300100500072,126.15,59.84,157.44,단독주택,26.9,5,2886000,완경사,세로장방,세로각지(가),소형,청년,1,56,4,0
강서구,화곡동,50-81,126.8492844,37.542922,1150010300100500081,139.00,59.93,114.70,단독주택,31.4,5,2686000,완경사,사다리형,세로한면(가),소형,청년,1,58,3,0
강서구,화곡동,50-94,126.8490552,37.5436694,1150010300100500094,152.00,52.29,103.08,단독주택,33.0,5,2770000,완경사,세로장방,세로한면(가),소형,청년,1,51,4,0
강서구,화곡동,55-71,126.8491983,37.5415517,1150010300100550071,179.79,59.62,174.56,단독주택,27.0,6,2813000,완경사,세로장방,세로한면(가),소형,청년,1,59,3,2
강서구,화곡동,55-95,126.8492285,37.5420578,1150010300100550095,169.00,59.85,112.11,단독주택,27.3,4,2813000,완경사,정방형,세로한면(가),소형,청년,1,60,3,0
강서구,화곡동,56-16,126.8495353,37.5411984,1150010300100560016,198.00,58.12,112.74,단독주택,33.3,5,2891000,완경사,정방형,세로각지(가),소형,청년,1,66,3,3
강서구,화곡동,56-85,126.8518654,37.5405474,1150010300100560085,192.00,58.32,174.97,단독주택,23.5,6,2795000,완경사,세로장방,세로한면(가),소형,신혼부부,0,72,3,3
강서구,화곡동,56-224,126.8494327,37.5390259,1150010300100560224,185.00,47.01,91.83,단독주택,33.9,5,2708000,완경사,세로장방,세로한면(가),소형,청년,0,78,3,4
강서구,화곡동,56-424,126.8492894,37.5387944,1150010300100560424,180.81,59.85,209.76,공동주택,22.4,1,2708000,완경사,세로장방,세로한면(가),,청년,1,80,4,4
강서구,화곡동,56-489,126.8499081,37.5392457,1150010300100560489,185.00,50.11,98.50,단독주택,34.0,4,2816000,완경사,가로장방,세로각지(가),소형,청년,0,78,3,4
강서구,화곡동,56-493,126.8485649,37.540102,1150010300100560493,116.00,59.90,218.36,공동주택,21.8,1,2965000,완경사,사다리형,세로각지(가),,청년,1,67,3,3
강서구,화곡동,56-509,126.8486909,37.5399572,1150010300100560509,148.00,49.80,99.60,단독주택,34.1,4,2587000,완경사,세로장방,세로한면(가),소형,청년,1,67,3,3
강서구,화곡동,56-522,126.8495004,37.5394326,1150010300100560522,150.10,58.96,108.29,단독주택,31.6,5,2725000,완경사,세로장방,세로한면(가),소형,청년,0,76,3,4
강서구,화곡동,56-542,126.8493391,37.5404248,1150010300100560542,191.72,48.49,80.74,공동주택,31.8,5,2365000,완경사,자루형,세로한면(가),소형,청년,1,67,3,4
강서구,화곡동,57-21,126.8486815,37.5401459,1150010300100570021,162.00,58.36,97.68,공동주택,31.3,5,2587000,완경사,세로장방,세로한면(가),소형,청년,1,67,3,3
강서구,화곡동,59-39,126.8478274,37.5419524,1150010300100590039,233.00,53.17,86.60,단독주택,27.1,5,2925000,평지,자루형,세로한면(가),소형,청년,1,58,4,1
